Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal Issue,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Publisher Name,Publisher Location,ISBN 1,ISBN 2,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Collective Author 1,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Author 30 First Name,Author 30 Last Name,Author 30 Affiliation,Author 31 First Name,Author 31 Last Name,Author 31 Affiliation,Author 32 First Name,Author 32 Last Name,Author 32 Affiliation,Author 33 First Name,Author 33 Last Name,Author 33 Affiliation
ecg signal quality during arrhythmia and its application to false alarm reduction,15,01,2013,IEEE transactions on bio-medical engineering,60,6,1558-2531,Joachim,Behar,"Department of Engineering Science, Institute of Biomedical Engineering, University of Oxford OX1 3PJ, UK. joachim.behar@eng.ox.ac.uk",Julien,Oster,,Qiao,Li,,Gari D,Clifford,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
separation of quercetin's biological activity from its oxidative property through bioisosteric replacement of the catecholic hydroxyl groups with fluorine atoms,22,06,2012,Journal of agricultural and food chemistry,60,26,1520-5118,Suh Young,Cho,"Department of Bioscience and Biotechnology, Bio/Molecular Informatics Center, Konkuk University, Gwangjin-gu, Seoul, Korea.",Mi Kyoung,Kim,,Hyejung,Mok,,Hyunah,Choo,,Youhoon,Chong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predicting hypotension in the icu using noninvasive physiological signals,20,11,2020,Computers in biology and medicine,129,,1879-0534,Mina Chookhachizadeh,Moghadam,"Department of Electrical Engineering and Computer Science, University of California Irvine, Irvine, CA, 92697, USA. Electronic address: mchmghdm@uci.edu.",Ehsan,Masoumi,"Department of Electrical Engineering and Computer Science, University of California Irvine, Irvine, CA, 92697, USA. Electronic address: ehsan.masumi@gmail.com.",Samir,Kendale,"Beth Israel Deaconess Medical Center, Boston, MA, 02215, USA. Electronic address: skendale@bidmc.harvard.edu.",Nader,Bagherzadeh,"Department of Electrical Engineering and Computer Science, University of California Irvine, Irvine, CA, 92697, USA. Electronic address: nader@uci.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unifying diagnosis identification and prediction method embedding the disease ontology structure from electronic medical records,20,01,2022,Frontiers in public health,9,,2296-2565,Jingfeng,Chen,"Health Management Center, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",Chonghui,Guo,"School of Economics and Management, Institute of Systems Engineering, Dalian University of Technology, Dalian, China.",Menglin,Lu,"School of Economics and Management, Institute of Systems Engineering, Dalian University of Technology, Dalian, China.",Suying,Ding,"Health Management Center, The First Affiliated Hospital of Zhengzhou University, Zhengzhou, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
deep learning with sentence embeddings pre-trained on biomedical corpora improves the performance of finding similar sentences in electronic medical records,30,04,2020,BMC medical informatics and decision making,20,Suppl 1,1472-6947,Qingyu,Chen,"National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, Bethesda, USA.",Jingcheng,Du,"National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, Bethesda, USA.",Sun,Kim,"National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, Bethesda, USA.",W John,Wilbur,"National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, Bethesda, USA.",Zhiyong,Lu,"National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, Bethesda, USA. zhiyong.lu@nih.gov.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mining heterogeneous clinical notes by multi-modal latent topic model,08,04,2021,PloS one,16,4,1932-6203,Zhi,Wen,"School of Computer Science and McGill Centre for Bioinformatics, McGill University, Montreal, Quebec, Canada.",Pratheeksha,Nair,"School of Computer Science and McGill Centre for Bioinformatics, McGill University, Montreal, Quebec, Canada.",Chih-Ying,Deng,"Dana-Farber Cancer Institute, Boston, Massachusetts, United States of America.",Xing Han,Lu,"School of Computer Science and McGill Centre for Bioinformatics, McGill University, Montreal, Quebec, Canada.",Edward,Moseley,"Dana-Farber Cancer Institute, Boston, Massachusetts, United States of America.",Naomi,George,"Brigham and Women's Faulkner Hospital, Boston, Massachusetts, United States of America.",Charlotta,Lindvall,"Dana-Farber Cancer Institute, Boston, Massachusetts, United States of America.",Yue,Li,"School of Computer Science and McGill Centre for Bioinformatics, McGill University, Montreal, Quebec, Canada.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
prediction of acute hypotensive episodes by means of neural network multi-models,06,09,2011,Computers in biology and medicine,41,10,1879-0534,Teresa,Rocha,"Instituto Superior de Engenharia de Coimbra, Departamento de Engenharia Informática e de Sistemas, Coimbra, Portugal.",Simão,Paredes,,Paulo,de Carvalho,,Jorge,Henriques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
robust estimation of respiratory rate via ecg- and ppg-derived respiratory quality indices,XX,08,2016,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2016,,2694-0604,Drew A,Birrenkott,,Marco A F,Pimentel,,Peter J,Watkinson,,David A,Clifton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
critical transitions in intensive care units: a sepsis case study,09,09,2019,Scientific reports,9,1,2045-2322,Pejman F,Ghalati,"Joint Research Center for Computational Biomedicine, RWTH Aachen University, 52074, Aachen, Germany.",Satya S,Samal,"Joint Research Center for Computational Biomedicine, RWTH Aachen University, 52074, Aachen, Germany.",Jayesh S,Bhat,"Joint Research Center for Computational Biomedicine, RWTH Aachen University, 52074, Aachen, Germany.",Robert,Deisz,"Klinik für Operative Intensivmedizin und Intermediate Care, Universitätsklinikum Aachen, 52074, Aachen, Germany.",Gernot,Marx,"Klinik für Operative Intensivmedizin und Intermediate Care, Universitätsklinikum Aachen, 52074, Aachen, Germany.",Andreas,Schuppert,"Joint Research Center for Computational Biomedicine, RWTH Aachen University, 52074, Aachen, Germany. schuppert@combine.rwth-aachen.de.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red blood cell distribution width is associated with mortality risk in patients with acute respiratory distress syndrome based on the berlin definition: a propensity score matched cohort study,17,05,2020,Heart & lung : the journal of critical care,49,5,1527-3288,Xue-Shu,Yu,"Department of Intensive Care, Wenzhou Medical University, Wenzhou 325000, Zhejiang, China.",Zhi-Qiang,Chen,"Department of Intensive Care, Wenzhou Medical University, Wenzhou 325000, Zhejiang, China.",Yu-Feng,Hu,"Department of Intensive Care, Wenzhou Medical University, Wenzhou 325000, Zhejiang, China.",Jia-Xiu,Chen,"Department of Intensive Care, Wenzhou Medical University, Wenzhou 325000, Zhejiang, China.",Wen-Wei,Xu,"Department of Intensive Care, Wenzhou Medical University, Wenzhou 325000, Zhejiang, China.",Jie,Shu,"Department of Intensive Care, Wenzhou Medical University, Wenzhou 325000, Zhejiang, China.",Jing-Ye,Pan,"Department of Intensive Care, The First Affiliated Hospital of Wenzhou Medical University, Wenzhou, Zhejiang Province, 325000, China. Electronic address: wmupanjingye@126.com.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ecg signal-enabled automatic diagnosis technology of heart failure,03,11,2021,Journal of healthcare engineering,2021,,2040-2309,Lian,Chen,"Wuhan University of Science & Technology, Hanyang Hospital, Department of Cardiology, Wuhan 430050, China.",Huiping,Yu,"Wuhan University of Science & Technology, Hanyang Hospital, Department of Cardiology, Wuhan 430050, China.",Yupeng,Huang,"Wuhan University of Science & Technology, Hanyang Hospital, Department of Cardiology, Wuhan 430050, China.",Hongyan,Jin,"Wuhan University of Science & Technology, Hanyang Hospital, Department of Cardiology, Wuhan 430050, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the neutrophil percentage-to-albumin ratio as a new predictor of all-cause mortality in patients with cardiogenic shock,26,11,2020,BioMed research international,2020,,2314-6141,Yue,Yu,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, Shanghai 200003, China.",Yu,Liu,"Department of Gastroenterology, Jinling Hospital, No. 305 Zhongshan East Road, Nanjing, 210002 Jiangsu, China.",Xinyu,Ling,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, Shanghai 200003, China.",Renhong,Huang,"Department of General Surgery, Changzheng Hospital, Naval Medical University, Shanghai 200003, China.",Suyu,Wang,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, Shanghai 200003, China.",Jie,Min,"Bethune International Peace Hospital, Shijiazhuang 050082, China.",Jian,Xiao,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, Shanghai 200003, China.",Yufeng,Zhang,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, Shanghai 200003, China.",Zhinong,Wang,"Department of Cardiothoracic Surgery, Changzheng Hospital, Naval Medical University, Shanghai 200003, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
improved survival of cancer patients admitted to the intensive care unit between 2002 and 2011 at a u.s. teaching hospital,10,10,2018,Cancer research and treatment,51,3,2005-9256,Christopher Martin,Sauer,"Department of Epidemiology, Harvard T.H. Chan School of Public Health, Boston, MA, USA.",Jinghui,Dong,"Institute for Clinical Research and Health Policy Studies, Tufts Medical Center, Boston, MA, USA.",Leo Anthony,Celi,"MIT Critical Data, Massachusetts Institute of Technology, Cambridge, MA, USA.",Daniele,Ramazzotti,"Department of Pathology, Stanford University, Stanford, CA, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
large-scale physiological waveform retrieval via locality-sensitive hashing,XX,08,2015,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2015,,2694-0604,Yongwook Bryce,Kim,,Una-May,O'Reilly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fibrinogen level predicts outcomes in critically ill patients with acute exacerbation of chronic heart failure,30,04,2021,Disease markers,2021,,1875-8630,Zhongyuan,Meng,"Guangxi Medical University, Nanning, Guangxi, China.",Yaxin,Zhao,"Guangxi Medical University, Nanning, Guangxi, China.",Yan,He,"The First Affiliated Hospital of Guangxi Medical University, Nanning, Guangxi, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the effect of ventilator-associated pneumonia on the prognosis of intensive care unit patients within 90 days and 180 days,15,07,2021,BMC infectious diseases,21,1,1471-2334,Wenjuan,Luo,"Department of Critical Care Medicine, Guangdong Second Provincial General Hospital, No.466 Xingang Middle Road, Guangzhou, 510000, Guangdong, China. wenjuanluooo@outlook.com.",Rui,Xing,"Department of Critical Care Medicine, Guangdong Second Provincial General Hospital, No.466 Xingang Middle Road, Guangzhou, 510000, Guangdong, China.",Canmin,Wang,"Department of Critical Care Medicine, Guangdong Second Provincial General Hospital, No.466 Xingang Middle Road, Guangzhou, 510000, Guangdong, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early warnings of heart rate deterioration,XX,08,2016,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2016,,2694-0604,Vania G,Almeida,,Ian T,Nabney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nomogram to predict the risk of septic acute kidney injury in the first 24 h of admission: an analysis of intensive care unit data,XX,11,2020,Renal failure,42,1,1525-6049,Fuxing,Deng,"Department of Critical Care Medicine & National Clinical Research Center for Geriatric Disorders, Xiangya Hospital, Central South University, Hunan, China.",Milin,Peng,"Department of Critical Care Medicine & National Clinical Research Center for Geriatric Disorders, Xiangya Hospital, Central South University, Hunan, China.",Jing,Li,"Department of Critical Care Medicine & National Clinical Research Center for Geriatric Disorders, Xiangya Hospital, Central South University, Hunan, China.",Yana,Chen,"Department of Critical Care Medicine & National Clinical Research Center for Geriatric Disorders, Xiangya Hospital, Central South University, Hunan, China.",Buyao,Zhang,"Department of Critical Care Medicine & National Clinical Research Center for Geriatric Disorders, Xiangya Hospital, Central South University, Hunan, China.",Shuangping,Zhao,"Department of Critical Care Medicine & National Clinical Research Center for Geriatric Disorders, Xiangya Hospital, Central South University, Hunan, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
association between red blood cell distribution width-to-albumin ratio and prognosis of patients with aortic aneurysms,01,10,2021,International journal of general medicine,14,,1178-7074,Jianyun,Long,"Department of Vascular Surgery, Affiliated Hangzhou First People's Hospital, ZheJiang University School of Medicine, Hangzhou, Zhejiang, 310014, People's Republic of China.",Xupin,Xie,"Department of Vascular Surgery, Affiliated Hangzhou First People's Hospital, ZheJiang University School of Medicine, Hangzhou, Zhejiang, 310014, People's Republic of China.",Dong,Xu,"Department of Vascular Surgery, Affiliated Hangzhou First People's Hospital, ZheJiang University School of Medicine, Hangzhou, Zhejiang, 310014, People's Republic of China.",Changpin,Huang,"Department of Vascular Surgery, Affiliated Hangzhou First People's Hospital, ZheJiang University School of Medicine, Hangzhou, Zhejiang, 310014, People's Republic of China.",Yongchang,Liu,"Department of Vascular Surgery, Affiliated Hangzhou First People's Hospital, ZheJiang University School of Medicine, Hangzhou, Zhejiang, 310014, People's Republic of China.",Xiaohu,Meng,"Department of Vascular Surgery, Affiliated Hangzhou First People's Hospital, ZheJiang University School of Medicine, Hangzhou, Zhejiang, 310014, People's Republic of China.",Xuchao,Cai,"Department of Vascular Surgery, Affiliated Hangzhou First People's Hospital, ZheJiang University School of Medicine, Hangzhou, Zhejiang, 310014, People's Republic of China.",Xin,Fang,"Department of Vascular Surgery, Affiliated Hangzhou First People's Hospital, ZheJiang University School of Medicine, Hangzhou, Zhejiang, 310014, People's Republic of China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
selecting relevant features from the electronic health record for clinical code prediction,14,09,2017,Journal of biomedical informatics,74,,1532-0480,Elyne,Scheurwegs,"University of Antwerp, Advanced Database Research and Modelling Research Group (ADReM), Middelheimlaan 1, B-2020 Antwerp, Belgium; University of Antwerp, Computational Linguistics and Psycholinguistics (CLiPS) Research Center, Lange Winkelstraat 40-42, B-2000 Antwerp, Belgium. Electronic address: elyne.scheurwegs@uantwerpen.be.",Boris,Cule,"University of Antwerp, Advanced Database Research and Modelling Research Group (ADReM), Middelheimlaan 1, B-2020 Antwerp, Belgium.",Kim,Luyckx,"Antwerp University Hospital, ICT Department, Wilrijkstraat 10, B-2650 Edegem, Belgium.",Léon,Luyten,"Antwerp University Hospital, Medical Information Department, Wilrijkstraat 10, B-2650 Edegem, Belgium.",Walter,Daelemans,"University of Antwerp, Computational Linguistics and Psycholinguistics (CLiPS) Research Center, Lange Winkelstraat 40-42, B-2000 Antwerp, Belgium.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coronary artery disease detection using photoplethysmography,XX,07,2017,Annual International Conference of the IEEE Engineering in Medicine and Biology Society. IEEE Engineering in Medicine and Biology Society. Annual International Conference,2017,,2694-0604,Neeraj,Paradkar,,Shubhajit Roy,Chowdhury,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
comparing deep learning and concept extraction based methods for patient phenotyping from clinical narratives,15,02,2018,PloS one,13,2,1932-6203,Sebastian,Gehrmann,"MIT Critical Data, Laboratory for Computational Physiology, Cambridge, MA, United States of America.",Franck,Dernoncourt,"MIT Critical Data, Laboratory for Computational Physiology, Cambridge, MA, United States of America.",Yeran,Li,"MIT Critical Data, Laboratory for Computational Physiology, Cambridge, MA, United States of America.",Eric T,Carlson,"MIT Critical Data, Laboratory for Computational Physiology, Cambridge, MA, United States of America.",Joy T,Wu,"MIT Critical Data, Laboratory for Computational Physiology, Cambridge, MA, United States of America.",Jonathan,Welt,"MIT Critical Data, Laboratory for Computational Physiology, Cambridge, MA, United States of America.",John,Foote,"MIT Critical Data, Laboratory for Computational Physiology, Cambridge, MA, United States of America.",Edward T,Moseley,"MIT Critical Data, Laboratory for Computational Physiology, Cambridge, MA, United States of America.",David W,Grant,"MIT Critical Data, Laboratory for Computational Physiology, Cambridge, MA, United States of America.",Patrick D,Tyler,"MIT Critical Data, Laboratory for Computational Physiology, Cambridge, MA, United States of America.",Leo A,Celi,"MIT Critical Data, Laboratory for Computational Physiology, Cambridge, MA, United States of America.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
benchmarking deep learning architectures for predicting readmission to the icu and describing patients-at-risk,24,01,2020,Scientific reports,10,1,2045-2322,Sebastiano,Barbieri,"Centre for Big Data Research in Health, University of New South Wales, Sydney, NSW, Australia. s.barbieri@unsw.edu.au.",James,Kemp,"Centre for Big Data Research in Health, University of New South Wales, Sydney, NSW, Australia.",Oscar,Perez-Concha,"Centre for Big Data Research in Health, University of New South Wales, Sydney, NSW, Australia.",Sradha,Kotwal,"The George Institute for Global Health, University of New South Wales, Sydney, NSW, Australia.",Martin,Gallagher,"The George Institute for Global Health, University of New South Wales, Sydney, NSW, Australia.",Angus,Ritchie,"Concord Clinical School, The University of Sydney, Sydney, NSW, Australia.",Louisa,Jorm,"Centre for Big Data Research in Health, University of New South Wales, Sydney, NSW, Australia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a shallow u-net architecture for reliably predicting blood pressure (bp) from photoplethysmogram (ppg) and electrocardiogram (ecg) signals,25,01,2022,"Sensors (Basel, Switzerland)",22,3,1424-8220,Sakib,Mahmud,"Department of Electrical Engineering, Qatar University, Doha P.O. Box 2713, Qatar.",Nabil,Ibtehaz,"Department of Electrical Engineering, Qatar University, Doha P.O. Box 2713, Qatar.",Amith,Khandakar,"Department of Electrical Engineering, Qatar University, Doha P.O. Box 2713, Qatar.",Anas M,Tahir,"Department of Electrical Engineering, Qatar University, Doha P.O. Box 2713, Qatar.",Tawsifur,Rahman,"Department of Electrical Engineering, Qatar University, Doha P.O. Box 2713, Qatar.",Khandaker Reajul,Islam,"Department of Electrical Engineering, Qatar University, Doha P.O. Box 2713, Qatar.",Md Shafayet,Hossain,"Department of Electrical, Electronics and Systems Engineering, Universiti Kebangsaan Malaysia, Bangi 43600, Selangor, Malaysia.",M Sohel,Rahman,"Department of CSE, BUET, ECE Building, West Palashi, Dhaka 1205, Bangladesh.",Farayi,Musharavati,"Department Mechanical and Industrial Engineering, Qatar University, Doha P.O. Box 2713, Qatar.",Mohamed Arselene,Ayari,"Department of Civil and Architectural Engineering, Qatar University, Doha P.O. Box 2713, Qatar.",Mohammad Tariqul,Islam,"Department of Electrical, Electronics and Systems Engineering, Universiti Kebangsaan Malaysia, Bangi 43600, Selangor, Malaysia.",Muhammad E H,Chowdhury,"Department of Electrical Engineering, Qatar University, Doha P.O. Box 2713, Qatar.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"a shape-persistent d,l-dipeptide building block for the assembly of rigidified oligopeptides",09,11,2006,Organic & biomolecular chemistry,4,24,1477-0520,Rolf,Hörger,"Philipps-Universität Marburg, Fachbereich Chemie, Hans Meerwein Strasse, 35032, Marburg, Germany.",Armin,Geyer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
central venous pressure and acute kidney injury in critically ill patients with multiple comorbidities: a large retrospective cohort study,28,02,2022,BMC nephrology,23,1,1471-2369,Runlu,Sun,"Department of Cardiology, Sun Yat-sen Memorial Hospital, Sun Yat-sen University, No. 107, the West Yanjiang Road, Yuexiu District, Guangzhou, 510120, China.",Qi,Guo,"Department of Cardiology, Sun Yat-sen Memorial Hospital, Sun Yat-sen University, No. 107, the West Yanjiang Road, Yuexiu District, Guangzhou, 510120, China.",Junjie,Wang,"Department of Cardiology, Sun Yat-sen Memorial Hospital, Sun Yat-sen University, No. 107, the West Yanjiang Road, Yuexiu District, Guangzhou, 510120, China.",Yaoyao,Zou,"Department of Rheumatology, Sun Yat-Sen Memorial Hospital, Sun Yat-Sen University, Guangzhou, China.",Zhiteng,Chen,"Department of Cardiology, Sun Yat-sen Memorial Hospital, Sun Yat-sen University, No. 107, the West Yanjiang Road, Yuexiu District, Guangzhou, 510120, China.",Jingfeng,Wang,"Department of Cardiology, Sun Yat-sen Memorial Hospital, Sun Yat-sen University, No. 107, the West Yanjiang Road, Yuexiu District, Guangzhou, 510120, China. wjingf@mail.sysu.edu.cn.",Yuling,Zhang,"Department of Cardiology, Sun Yat-sen Memorial Hospital, Sun Yat-sen University, No. 107, the West Yanjiang Road, Yuexiu District, Guangzhou, 510120, China. zhyul@mail.sysu.edu.cn.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blood urea nitrogen-to-albumin ratio in predicting long-term mortality in patients following coronary artery bypass grafting: an analysis of the mimic-iii database,18,02,2022,Frontiers in surgery,9,,2296-875X,Diming,Zhao,"Department of Cardiovascular Surgery, Shandong Provincial Hospital, Cheeloo College of Medicine, Shandong University, Jinan, China.",Shanghao,Chen,"Department of Cardiovascular Surgery, Shandong Provincial Hospital, Cheeloo College of Medicine, Shandong University, Jinan, China.",Yilin,Liu,"Department of Ophthalmology, Cheeloo College of Medicine, Shandong Provincial Hospital, Shandong University, Jinan, China.",Zhenqiang,Xu,"Department of Cardiovascular Surgery, Shandong Provincial Hospital Affiliated to Shandong First Medical University, Jinan, China.",Hechen,Shen,"Department of Cardiovascular Surgery, Shandong Provincial Hospital, Cheeloo College of Medicine, Shandong University, Jinan, China.",Shijie,Zhang,"Department of Cardiovascular Surgery, Shandong Provincial Hospital, Cheeloo College of Medicine, Shandong University, Jinan, China.",Yi,Li,"Department of Cardiovascular Surgery, Shandong Provincial Hospital, Cheeloo College of Medicine, Shandong University, Jinan, China.",Haizhou,Zhang,"Department of Cardiovascular Surgery, Shandong Provincial Hospital Affiliated to Shandong First Medical University, Jinan, China.",Chengwei,Zou,"Department of Cardiovascular Surgery, Shandong Provincial Hospital Affiliated to Shandong First Medical University, Jinan, China.",Xiaochun,Ma,"Department of Cardiovascular Surgery, Shandong Provincial Hospital, Cheeloo College of Medicine, Shandong University, Jinan, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
icd coding from clinical text using multi-filter residual convolutional neural network,03,04,2020,Proceedings of the ... AAAI Conference on Artificial Intelligence. AAAI Conference on Artificial Intelligence,34,5,2159-5399,Fei,Li,"Department of Computer Science, University of Massachusetts Lowell, Lowell, MA, United States.",Hong,Yu,"Department of Computer Science, University of Massachusetts Lowell, Lowell, MA, United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
