Title,Publication Day,Publication Month,Publication Year,Journal Name,Journal Volume,Journal ISSN,Author 1 First Name,Author 1 Last Name,Author 1 Affiliation,Author 2 First Name,Author 2 Last Name,Author 2 Affiliation,Author 3 First Name,Author 3 Last Name,Author 3 Affiliation,Author 4 First Name,Author 4 Last Name,Author 4 Affiliation,Journal Issue,Author 5 First Name,Author 5 Last Name,Author 5 Affiliation,Author 6 First Name,Author 6 Last Name,Author 6 Affiliation,Author 7 First Name,Author 7 Last Name,Author 7 Affiliation,Author 8 First Name,Author 8 Last Name,Author 8 Affiliation,Author 9 First Name,Author 9 Last Name,Author 9 Affiliation,Author 10 First Name,Author 10 Last Name,Author 10 Affiliation,Author 11 First Name,Author 11 Last Name,Author 11 Affiliation,Author 12 First Name,Author 12 Last Name,Author 12 Affiliation,Author 13 First Name,Author 13 Last Name,Author 13 Affiliation,Author 14 First Name,Author 14 Last Name,Author 14 Affiliation,Author 15 First Name,Author 15 Last Name,Author 15 Affiliation,Author 16 First Name,Author 16 Last Name,Author 16 Affiliation,Author 17 First Name,Author 17 Last Name,Author 17 Affiliation,Author 18 First Name,Author 18 Last Name,Author 18 Affiliation,Author 19 First Name,Author 19 Last Name,Author 19 Affiliation,Author 20 First Name,Author 20 Last Name,Author 20 Affiliation,Author 21 First Name,Author 21 Last Name,Author 21 Affiliation,Author 22 First Name,Author 22 Last Name,Author 22 Affiliation,Author 23 First Name,Author 23 Last Name,Author 23 Affiliation,Author 24 First Name,Author 24 Last Name,Author 24 Affiliation,Author 25 First Name,Author 25 Last Name,Author 25 Affiliation,Author 26 First Name,Author 26 Last Name,Author 26 Affiliation,Author 27 First Name,Author 27 Last Name,Author 27 Affiliation,Author 28 First Name,Author 28 Last Name,Author 28 Affiliation,Author 29 First Name,Author 29 Last Name,Author 29 Affiliation,Collective Author 1
an evaluation on the association of vancomycin trough concentration with mortality in critically ill patients: a multicenter retrospective study,09,04,2021,Clinical and translational science,14,1752-8062,Jiajia,Ren,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Yanli,Hou,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Jiamei,Li,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Ya,Gao,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",5,Ruohan,Li,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Xuting,Jin,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Jingjing,Zhang,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Xiaochuang,Wang,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",Gang,Wang,"Department of Critical Care Medicine, the Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weight-based framework for predictive modeling of multiple databases with noniterative communication without data sharing: privacy-protecting analytic method for multi-institutional studies,05,04,2021,JMIR medical informatics,9,2291-9694,Ji Ae,Park,"Department of Biomedical System Informatics, Yonsei University College of Medicine, Seoul, Republic of Korea.",Min Dong,Sung,"Department of Biomedical System Informatics, Yonsei University College of Medicine, Seoul, Republic of Korea.",Ho Heon,Kim,"Department of Biomedical System Informatics, Yonsei University College of Medicine, Seoul, Republic of Korea.",Yu Rang,Park,"Department of Biomedical System Informatics, Yonsei University College of Medicine, Seoul, Republic of Korea.",4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance of intensive care unit severity scoring systems across different ethnicities in the usa: a retrospective observational study,XX,04,2021,The Lancet. Digital health,3,2589-7500,Rahuldeb,Sarkar,"Department of Respiratory Medicine, Medway NHS Foundation Trust, Gillingham, Kent, UK; Department of Critical Care, Medway NHS Foundation Trust, Gillingham, Kent, UK; Faculty of Life Sciences, King's College London, London, UK.",Christopher,Martin,"UCL Institute for Health Informatics, London, UK; Crystallise, Essex, UK.",Heather,Mattie,"Department of Biostatistics, Harvard T H Chan School of Public Health, Boston, MA, USA.",Judy Wawira,Gichoya,"Interventional Radiology and Informatics, Department of Radiology and Imaging Sciences, Emory University, Atlanta, GA, USA.",4,David J,Stone,"Department of Anesthesiology, University of Virginia School of Medicine, Charlottesville, VA, USA; Department of Neurosurgery, University of Virginia School of Medicine, Charlottesville, VA, USA; Center for Advanced Medical Analytics, University of Virginia School of Medicine, Charlottesville, VA, USA.",Leo Anthony,Celi,"Department of Biostatistics, Harvard T H Chan School of Public Health, Boston, MA, USA; Laboratory for Computational Physiology, Massachusetts Institute of Technology, Cambridge, MA, USA; Division of Pulmonary, Critical Care and Sleep Medicine, Beth Israel Deaconess Medical Center, Boston, MA, USA. Electronic address: lceli@mit.edu.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"incidence, predictors, and prognosis of thrombocytopenia among patients undergoing intra-aortic balloon pumping in the intensive care unit: a propensity score analysis",28,02,2021,Journal of geriatric cardiology : JGC,18,1671-5411,Wei,Tong,"Department of Cardiology, the Sixth Medical Centre, Chinese PLA General Hospital, Beijing, China.",Jun-Mei,Wang,"Center for Artificial Intelligence in Medicine, Chinese PLA General Hospital, Beijing, China.",Jia-Yue,Li,"Department of Cardiology, the Sixth Medical Centre, Chinese PLA General Hospital, Beijing, China.",Pei-Yao,Li,"Center for Artificial Intelligence in Medicine, Chinese PLA General Hospital, Beijing, China.",2,Yun-Dai,Chen,"Department of Cardiology, the Sixth Medical Centre, Chinese PLA General Hospital, Beijing, China.",Zheng-Bo,Zhang,"Center for Artificial Intelligence in Medicine, Chinese PLA General Hospital, Beijing, China.",Wei,Dong,"Department of Cardiology, the Sixth Medical Centre, Chinese PLA General Hospital, Beijing, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
poor outcomes of delirium in the intensive care units are amplified by increasing age: a retrospective cohort study,XX,XX,2021,World journal of emergency medicine,12,1920-8642,Wen,Gao,"Nursing Department, School of Medicine, Zhejiang University, Hangzhou 310058, China.",Yu-Ping,Zhang,"Nursing Department, School of Medicine, Zhejiang University, Hangzhou 310058, China.",Jing-Fen,Jin,"Nursing Department, School of Medicine, Zhejiang University, Hangzhou 310058, China.",,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
leveraging graph-based hierarchical medical entity embedding for healthcare applications,12,03,2021,Scientific reports,11,2045-2322,Tong,Wu,"Advanced Analytics, IQVIA Inc., Plymouth Meeting, PA, USA.",Yunlong,Wang,"Advanced Analytics, IQVIA Inc., Plymouth Meeting, PA, USA. Yunlong.Wang@iqvia.com.",Yue,Wang,"Advanced Analytics, IQVIA Inc., Plymouth Meeting, PA, USA.",Emily,Zhao,"Advanced Analytics, IQVIA Inc., Plymouth Meeting, PA, USA.",1,Yilian,Yuan,"Advanced Analytics, IQVIA Inc., Plymouth Meeting, PA, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development and validation of a risk stratification model for predicting the mortality of acute kidney injury in critical care patients,XX,02,2021,Annals of translational medicine,9,2305-5839,Haofan,Huang,"School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen, China.",Yong,Liu,"Department of Intensive Care Unit, Shenzhen Hospital, Southern Medical University, Shenzhen, China.",Ming,Wu,"Department of Critical Care Medicine & Infection Prevention and Control, The Second People's Hospital of Shenzhen & First Affiliated Hospital of Shenzhen University, Health Science Center, Shenzhen, China.",Yi,Gao,"School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen, China.",4,Xiaxia,Yu,"School of Biomedical Engineering, Health Science Center, Shenzhen University, Shenzhen, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
swift: a deep learning approach to prediction of hypoxemic events in critically-ill patients using spo <sub>2</sub> waveform prediction,05,03,2021,medRxiv : the preprint server for health sciences,,,Akshaya V,Annapragada,"Johns Hopkins University School of Medicine, Baltimore, United States.",Joseph L,Greenstein,"Institute for Computational Medicine, The Johns Hopkins University, Baltimore, United States.",Sanjukta N,Bose,"Institute for Computational Medicine, The Johns Hopkins University, Baltimore, United States.",Bradford D,Winters,"Anesthesiology and Critical Care Medicine, Johns Hopkins University School of Medicine, Baltimore, Maryland.",,Sridevi V,Sarma,"Institute for Computational Medicine, The Johns Hopkins University, Baltimore, United States.",Raimond L,Winslow,"Institute for Computational Medicine, The Johns Hopkins University, Baltimore, United States.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
electronic intensive care unit: a perspective amid the covid-19 era - need of the day!,XX,03,2021,Lung India : official organ of Indian Chest Society,38,0970-2113,Karthikeyan P,Iyengar,"Southport and Ormskirk NHS Trust, Southport, UK.",Rakesh,Garg,"Department of Onco-Anaesthesiology and Palliative Medicine, Dr BRAIRCH, All India Institute of Medical Sciences, New Delhi, India.",Vijay Kumar,Jain,"Department of Orthopedics, Atal Bihari Vajpayee Institute of Medical Sciences and Dr. Ram Manohar Lohia Hospital, New Delhi, India.",Nipun,Malhotra,"Department of Pulmonary, Critical Care and Sleep Medicine, VMMC and Safdarjung Hospital, New Delhi, India.",Supplement,Pranav,Ish,"Department of Pulmonary, Critical Care and Sleep Medicine, VMMC and Safdarjung Hospital, New Delhi, India.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
high-normal serum magnesium and hypermagnesemia are associated with increased 30-day in-hospital mortality: a retrospective cohort study,10,02,2021,Frontiers in cardiovascular medicine,8,2297-055X,Liao,Tan,"Department of Cardiology, The Third Xiangya Hospital, Central South University, Changsha, China.",Qian,Xu,"Department of Cardiovascular Surgery, Xiangya Hospital, Central South University, Changsha, China.",Chan,Li,"Department of Cardiovascular Medicine, Xiangya Hospital, Central South University, Changsha, China.",Jie,Liu,"Department of Cardiovascular Medicine, Xiangya Hospital, Central South University, Changsha, China.",,Ruizheng,Shi,"Department of Cardiovascular Medicine, Xiangya Hospital, Central South University, Changsha, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sharing icu patient data responsibly under the society of critical care medicine/european society of intensive care medicine joint data science collaboration: the amsterdam university medical centers database (amsterdamumcdb) example,01,06,2021,Critical care medicine,49,1530-0293,Patrick J,Thoral,"Department of Intensive Care Medicine, Amsterdam Medical Data Science (AMDS), Amsterdam Cardiovascular Sciences (ACS), Amsterdam Infection and Immunity Institute (AI&II), Amsterdam UMC, Vrije Universiteit, Universiteit van Amsterdam, Amsterdam, The Netherlands.",Jan M,Peppink,"Department of Intensive Care Medicine, Amsterdam Medical Data Science (AMDS), Amsterdam Cardiovascular Sciences (ACS), Amsterdam Infection and Immunity Institute (AI&II), Amsterdam UMC, Vrije Universiteit, Universiteit van Amsterdam, Amsterdam, The Netherlands.",Ronald H,Driessen,"Department of Intensive Care Medicine, Amsterdam Medical Data Science (AMDS), Amsterdam Cardiovascular Sciences (ACS), Amsterdam Infection and Immunity Institute (AI&II), Amsterdam UMC, Vrije Universiteit, Universiteit van Amsterdam, Amsterdam, The Netherlands.",Eric J G,Sijbrands,"Department of Internal Medicine, Erasmus MC, Rotterdam, The Netherlands.",6,Erwin J O,Kompanje,"Department of Intensive Care Medicine, Erasmus MC, Rotterdam, The Netherlands.",Lewis,Kaplan,"Division of Trauma, Surgical Critical Care and Emergency Surgery, Perelman School of Medicine, University of Pennsylvania, Philadelphia, PA.",Heatherlee,Bailey,"Department of Emergency Medicine, Durham VA Medical Center, Durham, NC.",Jozef,Kesecioglu,"Department of Intensive Care Medicine, University Medical Center Utrecht, Utrecht University, Utrecht, The Netherlands.",Maurizio,Cecconi,"Executive Committee, European Society of Intensive Care Medicine, Brussels, Belgium.",Matthew,Churpek,"Department of Medicine, University of Wisconsin, Madison, WI.",Gilles,Clermont,"Department of Critical Care Medicine, CRISMA Laboratory, University of Pittsburgh, Pittsburgh, PA.",Mihaela,van der Schaar,"University of Cambridge, Cambridge, United Kingdom.",Ari,Ercole,"Division of Anaesthesia, University of Cambridge, Cambridge, United Kingdom.",Armand R J,Girbes,"Department of Intensive Care Medicine, Amsterdam Medical Data Science (AMDS), Amsterdam Cardiovascular Sciences (ACS), Amsterdam Infection and Immunity Institute (AI&II), Amsterdam UMC, Vrije Universiteit, Universiteit van Amsterdam, Amsterdam, The Netherlands.",Paul W G,Elbers,"Department of Intensive Care Medicine, Amsterdam Medical Data Science (AMDS), Amsterdam Cardiovascular Sciences (ACS), Amsterdam Infection and Immunity Institute (AI&II), Amsterdam UMC, Vrije Universiteit, Universiteit van Amsterdam, Amsterdam, The Netherlands.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amsterdam University Medical Centers Database (AmsterdamUMCdb) Collaborators and the SCCM/ESICM Joint Data Science Task Force
characteristics and prognosis of abdominal or thoracic aortic aneurysm patients admitted to intensive care units after surgical treatment: a multicenter retrospective observational study,16,02,2021,International journal of general medicine,14,1178-7074,Qinchang,Chen,"Department of Vascular Surgery, The First Affiliated Hospital, Sun Yat-sen University, Guangzhou, 510080, People's Republic of China.",Qingui,Chen,"Department of Medical Intensive Care Unit, The First Affiliated Hospital, Sun Yat-sen University, Guangzhou, 510080, People's Republic of China.",Yanchen,Ye,"Department of Vascular Surgery, The First Affiliated Hospital, Sun Yat-sen University, Guangzhou, 510080, People's Republic of China.",Ridong,Wu,"Department of Vascular Surgery, The First Affiliated Hospital, Sun Yat-sen University, Guangzhou, 510080, People's Republic of China.",,Shenming,Wang,"Department of Vascular Surgery, The First Affiliated Hospital, Sun Yat-sen University, Guangzhou, 510080, People's Republic of China.",Chen,Yao,"Department of Vascular Surgery, The First Affiliated Hospital, Sun Yat-sen University, Guangzhou, 510080, People's Republic of China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development and validation of a reinforcement learning algorithm to dynamically optimize mechanical ventilation in critical care,19,02,2021,NPJ digital medicine,4,2398-6352,Arne,Peine,"Department of Intensive Care and Intermediate Care, University Hospital RWTH Aachen, Pauwelsstreet 30, Aachen, Germany.",Ahmed,Hallawa,"Department of Intensive Care and Intermediate Care, University Hospital RWTH Aachen, Pauwelsstreet 30, Aachen, Germany.",Johannes,Bickenbach,"Department of Intensive Care and Intermediate Care, University Hospital RWTH Aachen, Pauwelsstreet 30, Aachen, Germany.",Guido,Dartmann,"Environmental Campus Birkenfeld, Trier University of Applied Sciences, Schneidershof, Trier, Germany.",1,Lejla Begic,Fazlic,"Environmental Campus Birkenfeld, Trier University of Applied Sciences, Schneidershof, Trier, Germany.",Anke,Schmeink,"Research Area Information Theory and Systematic Design of Communication Systems, RWTH Aachen University, Kopernikusstreet 16, Aachen, Germany.",Gerd,Ascheid,"Chair for Integrated Signal Processing Systems, RWTH Aachen University, Kopernikusstreet 16, Aachen, Germany.",Christoph,Thiemermann,"William Harvey Research Institute, Queen Mary University London, Charterhouse Square, London, United Kingdom.",Andreas,Schuppert,"Joint Research Center for Computational Biomedicine, RWTH Aachen University, Pauwelsstreet 30, Aachen, Germany.",Ryan,Kindle,"Laboratory for Computational Physiology, Harvard-MIT Division of Health Sciences & Technology, Cambridge, MA, USA.",Leo,Celi,"Laboratory for Computational Physiology, Harvard-MIT Division of Health Sciences & Technology, Cambridge, MA, USA.",Gernot,Marx,"Department of Intensive Care and Intermediate Care, University Hospital RWTH Aachen, Pauwelsstreet 30, Aachen, Germany.",Lukas,Martin,"Department of Intensive Care and Intermediate Care, University Hospital RWTH Aachen, Pauwelsstreet 30, Aachen, Germany. lmartin@ukaachen.de.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
characteristics and clinical subtypes of cancer patients in the intensive care unit: a retrospective observational study for two large databases,XX,01,2021,Annals of translational medicine,9,2305-5839,Shaowei,Gao,"Department of Anesthesia, the First Affiliated Hospital of Sun Yat-sen University, Guangzhou, China.",Yaqing,Wang,"Department of Anesthesia, the First Affiliated Hospital of Sun Yat-sen University, Guangzhou, China.",Lu,Yang,"Department of Anesthesia, the First Affiliated Hospital of Sun Yat-sen University, Guangzhou, China.",Zhongxing,Wang,"Department of Anesthesia, the First Affiliated Hospital of Sun Yat-sen University, Guangzhou, China.",1,Wenqi,Huang,"Department of Anesthesia, the First Affiliated Hospital of Sun Yat-sen University, Guangzhou, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a machine-learning approach for dynamic prediction of sepsis-induced coagulopathy in critically ill patients with sepsis,21,01,2021,Frontiers in medicine,7,2296-858X,Qin-Yu,Zhao,"Department of Blood Transfusion, The Third Xiangya Hospital of Central South University, Changsha, China.",Le-Ping,Liu,"Department of Blood Transfusion, The Third Xiangya Hospital of Central South University, Changsha, China.",Jing-Chao,Luo,"Department of Critical Care Medicine, Zhongshan Hospital, Fudan University, Shanghai, China.",Yan-Wei,Luo,"Department of Blood Transfusion, The Third Xiangya Hospital of Central South University, Changsha, China.",,Huan,Wang,"Department of Critical Care Medicine, Zhongshan Hospital, Fudan University, Shanghai, China.",Yi-Jie,Zhang,"Department of Critical Care Medicine, Zhongshan Hospital, Fudan University, Shanghai, China.",Rong,Gui,"Department of Blood Transfusion, The Third Xiangya Hospital of Central South University, Changsha, China.",Guo-Wei,Tu,"Department of Critical Care Medicine, Zhongshan Hospital, Fudan University, Shanghai, China.",Zhe,Luo,"Department of Critical Care Medicine, Zhongshan Hospital, Fudan University, Shanghai, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
development and validation of a sepsis mortality risk score for sepsis-3 patients in intensive care unit,21,01,2021,Frontiers in medicine,7,2296-858X,Kai,Zhang,"Department of Critical Care Medicine, Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China.",Shufang,Zhang,"Department of Cardiology, Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China.",Wei,Cui,"Department of Critical Care Medicine, Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China.",Yucai,Hong,"Department of Emergency Medicine, Sir Run-Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, China.",,Gensheng,Zhang,"Department of Critical Care Medicine, Second Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China.",Zhongheng,Zhang,"Department of Emergency Medicine, Sir Run-Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
predicting mortality of patients with acute kidney injury in the icu using xgboost model,04,02,2021,PloS one,16,1932-6203,Jialin,Liu,"Information Center, West China Hospital, Sichuan University, Chengdu, Sichuan Province, China.",Jinfa,Wu,"School of Life Science & Technology, University of Electronic Science & Technology of China, Chengdu, Sichuan Province, China.",Siru,Liu,"Department of Biomedical Informatics, University of Utah, Salt Lake City, UT, United States of America.",Mengdie,Li,"School of Life Science & Technology, University of Electronic Science & Technology of China, Chengdu, Sichuan Province, China.",2,Kunchang,Hu,"School of Life Science & Technology, University of Electronic Science & Technology of China, Chengdu, Sichuan Province, China.",Ke,Li,"School of Life Science & Technology, University of Electronic Science & Technology of China, Chengdu, Sichuan Province, China.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
performance of intensive care unit severity scoring systems across different ethnicities,20,01,2021,medRxiv : the preprint server for health sciences,,,Rahuldeb,Sarkar,"Departments of Respiratory Medicine and Critical Care, Medway NHS Foundation Trust, Gillingham, Kent, UK.",Christopher,Martin,"UCL Institute for Health Informatics, London, UK.",Heather,Mattie,"Department of Biostatistics, Harvard T.H. Chan School of Public Health, Boston, MA, USA, 02115.",Judy Wawira,Gichoya,"Interventional Radiology & Informatics, Department of Radiology & Imaging Sciences, Emory University, 1364 Clifton Rd NE Suite AG08 Atlanta, GA 30322.",,David J,Stone,"Departments of Anesthesiology and Neurosurgery, and the Center for Advanced Medical Analytics, University of Virginia School of Medicine, Charlottesville, VA, 22908.",Leo Anthony,Celi,"Laboratory for Computational Physiology, Massachusetts Institute of Technology, Cambridge, MA, USA 20139.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial intelligence in neurocritical care,24,01,2021,Der Nervenarzt,92,1433-0407,N,Schweingruber,"Klinik und Poliklinik für Neurologie, Universitätsklinikum Hamburg-Eppendorf, Martinistraße 52, O10, 2. Stock, 20246, Hamburg, Deutschland. n.schweingruber@uke.de.",C,Gerloff,"Klinik und Poliklinik für Neurologie, Universitätsklinikum Hamburg-Eppendorf, Martinistraße 52, O10, 2. Stock, 20246, Hamburg, Deutschland.",,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artificial intelligence-based prediction of transfusion in the intensive care unit in patients with gastrointestinal bleeding,XX,01,2021,BMJ health & care informatics,28,2632-1009,Riccardo,Levi,"Department of Electronic, Information and Bioengineering, Politecnico di Milano, Milano, Italy riccardo.levi@mail.polimi.it.",Francesco,Carli,"Department of Informatics, Università degli Studi di Torino, Torino, Piemonte, Italy.",Aldo Robles,Arévalo,"IDMEC, Instituto Superior Tecnico, Universidade de Lisboa, Lisbon, Portugal.",Yuksel,Altinel,"General Surgery Department, Istanbul Bagcilar Training and Research Hospital, Istanbul, Turkey.",1,Daniel J,Stein,"Department of Internal Medicine, Beth Israel Deaconess Medical Center, Boston, Massachusetts, USA.",Matteo Maria,Naldini,"San Raffaele Telethon Institute for Gene Therapy, Milano, Lombardia, Italy.",Federica,Grassi,"School of Medicine and Surgery, Università degli Studi di Milano-Bicocca, Milano, Lombardia, Italy.",Andrea,Zanoni,"Institute of Mathematics, Ecole Polytechnique Federale de Lausanne, Lausanne, VD, Switzerland.",Stan,Finkelstein,"Institute for Data, Systems, and Society, Massachusetts Institute of Technology, Cambridge, Massachusetts, USA.",Susana M,Vieira,"IDMEC, Instituto Superior Tecnico, Universidade de Lisboa, Lisbon, Portugal.",João,Sousa,"IDMEC, Instituto Superior Tecnico, Universidade de Lisboa, Lisbon, Portugal.",Riccardo,Barbieri,"Department of Electronic, Information and Bioengineering, Politecnico di Milano, Milano, Italy.",Leo Anthony,Celi,"Laboratory for Computational Physiology, Harvard-MIT Division of Health Sciences and Technology, Cambridge, Massachusetts, USA.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enhancing statistical power in temporal biomarker discovery through representative shapelet mining,30,12,2020,"Bioinformatics (Oxford, England)",36,1367-4811,Thomas,Gumbsch,"Department of Biosystems Science and Engineering, ETH Zurich, Basel 4058, Switzerland.",Christian,Bock,"Department of Biosystems Science and Engineering, ETH Zurich, Basel 4058, Switzerland.",Michael,Moor,"Department of Biosystems Science and Engineering, ETH Zurich, Basel 4058, Switzerland.",Bastian,Rieck,"Department of Biosystems Science and Engineering, ETH Zurich, Basel 4058, Switzerland.",Suppl_2,Karsten,Borgwardt,"Department of Biosystems Science and Engineering, ETH Zurich, Basel 4058, Switzerland.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
early prediction of in-hospital mortality in acute pancreatitis: a retrospective observational cohort study based on a large multicentre critical care database,23,12,2020,BMJ open,10,2044-6055,Caifeng,Li,"Department of Critical Care Medicine, Tianjin Medical University General Hospital, Tianjin, China.",Qian,Ren,"Advertising Center, Tianjin Daily, Tianjin, China.",Zhiqiang,Wang,"Department of Critical Care Medicine, Tianjin Medical University General Hospital, Tianjin, China.",Guolin,Wang,"Department of Critical Care Medicine, Tianjin Medical University General Hospital, Tianjin, China wgl202@qq.com.",12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
association between icu-acquired hypernatremia and in-hospital mortality: data from the medical information mart for intensive care iii and the electronic icu collaborative research database,16,12,2020,Critical care explorations,2,2639-8028,Markus Harboe,Olsen,"Department of Neuroanaesthesiology, Rigshospitalet, Copenhagen University Hospital, Copenhagen, Denmark.",Marcus,Møller,"Faculty of Health and Medical Sciences, University of Copenhagen, Copenhagen, Denmark.",Stefano,Romano,"Department of Electronic, Information and Biomedical Engineering, Politecnico di Milano, Milano, Italy.",Jonas,Andersson,"Maquet Critical Care AB, Röntgenvägen 2, Solna, Sweden.",12,Eric,Mlodzinski,"Department of Medicine, Beth Israel Deaconess Medical Center, Boston, MA.",Nathan H,Raines,"Division of Nephrology, Department of Medicine, Beth Israel Deaconess Medical Center & Harvard Medical School, Boston, MA.",Raphael,Sherak,"Albert Einstein College of Medicine, Bronx, NY.",Anni Nørgaard,Jeppesen,"Department of Anaesthesiology, The Regional Hospital West Jutland, Herning, Denmark.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
